"idereg","tiptran","fechfa","codart","nomart","codori","numnot","cantid","pcosto","pventa","can_ven","cos_ven","venta"
"1",CL,2009-02-09 00:00:00.000,PFI-040,"Pastilla freno izumi matrix,kia cerato 1.6",1,35.0,100,4.48,12.1,0.0,0.0,212.0
"1",CL,2009-02-09 00:00:00.000,PFI-041,Pastilla freno izumi d-max todas,1,35.0,50,4.8,12.96,0.0,0.0,100.0
"1",CL,2009-02-09 00:00:00.000,PFI-042,Pastilla freno izumi nissan sentra B14 moderna,1,35.0,40,3.23,8.71,0.0,0.0,91.0
"1",CL,2009-02-09 00:00:00.000,PFI-043,"Pastilla freno izumi fabia, octavia/02",1,35.0,100,3.96,10.7,0.0,0.0,186.0
"1",CL,2009-02-09 00:00:00.000,PFI-044,Pastilla freno izumi terracan,1,38.0,30,4.55,12.29,0.0,0.0,61.0
"1",CL,2009-02-23 00:00:00.000,TRIC-001,Triceta izumi forza I,1,39.0,700,2.51,7.87,0.0,0.0,430.0
"1",CL,2009-02-23 00:00:00.000,TRIC-002,Triceta izumi forza II,1,39.0,700,2.31,7.0,0.0,0.0,293.0
"1",CL,2009-02-23 00:00:00.000,TRIC-005,Triceta izumi mazda 323 (nacional) 85,1,39.0,300,2.41,7.0,0.0,0.0,315.0
"1",CL,2009-02-23 00:00:00.000,TRIC-012,Triceta izumi chevrolet swift,1,39.0,400,2.41,7.87,0.0,0.0,507.0
"1",CL,2009-03-12 00:00:00.000,JHI-120,Junta Hom interna corsa evoluti�n/22x22x34.95,1,41.0,100,12.13,33.72,0.0,0.0,453.0
"1",CL,2009-03-12 00:00:00.000,JHI-131,"Junta homo Izumi citroen, peugeot 206 (21x22x48)",1,41.0,50,8.39,22.5,0.0,0.0,36.0
"1",CL,2009-03-12 00:00:00.000,JHI-132,Junta homo Izumi ford focus 2.0 (25x23x53.38),1,41.0,40,9.99,25.0,0.0,0.0,0.0
"1",CL,2009-03-12 00:00:00.000,JHI-133,Junta homo  cavalier 2.2 95-05 c/abs/33x29x47.6,1,41.0,20,8.79,22.9,0.0,0.0,8.0
"1",CL,2009-03-12 00:00:00.000,JHI-134,Junta homo Izumi mazda B4.0 inyecc./26x25x61,1,41.0,100,8.54,22.5,0.0,0.0,43.0
"1",CL,2009-03-12 00:00:00.000,JHI-135,Junta homo Izumi toyota yaris nitro /24x23x58,1,41.0,80,8.39,22.5,0.0,0.0,42.0
"1",CL,2009-03-12 00:00:00.000,JHI-136,"Junta homo izumi renault clio1.4,laguna/21x30x46.3",1,41.0,60,8.39,22.5,0.0,0.0,68.0
"1",CL,2009-03-12 00:00:00.000,JHI-137,Junta homo izumi aveo 1.4 /22x23x52,1,41.0,800,7.95,22.5,0.0,0.0,432.0
"1",CL,2009-03-12 00:00:00.000,JHI-138,Junta homo interna luv 3.2 der./17x22x30,1,41.0,20,12.13,33.72,0.0,0.0,20.0
"1",CL,2009-03-12 00:00:00.000,JHI-139,Junta homo interna luv 3.2 izq./17x33x30 larga,1,41.0,10,12.13,33.72,0.0,0.0,16.0
"1",CL,2009-03-12 00:00:00.000,JHI-140,Junta homo interna rodeo 2.6 /17x26x30,1,41.0,20,16.29,43.98,0.0,0.0,8.0
"1",CL,2009-03-19 00:00:00.000,SKT-057,Kit reraraci�n punta eje ext.fabia 1.2/1.4 polo,1,42.0,20,2.82,7.61,0.0,0.0,80.0
"1",CL,2009-03-19 00:00:00.000,SKT-395,Alternador 12V (6canales) favia-octavia-golf,1,43.0,5,70.77,191.08,0.0,0.0,5.0
"1",CL,2009-03-19 00:00:00.000,SKT-413,guardapolvo c/cambio favorit - felicia,1,43.0,30,0.67,1.81,0.0,0.0,34.0
"1",CL,2009-03-19 00:00:00.000,SKT-416,Boomba agua fabia 1.2,1,43.0,20,13.35,36.98,0.0,0.0,24.0
"1",CL,2009-04-22 00:00:00.000,PFI-001,Pastilla freno izumi mitsu.lancer92/97 nac.corta,1,45.0,50,2.63,7.1,0.0,0.0,71.0
"1",CL,2009-04-22 00:00:00.000,PFI-002,Pastilla freno izumi mazda 323 mx/323 86,1,45.0,50,3.2,8.63,0.0,0.0,106.0
"1",CL,2009-04-22 00:00:00.000,PFI-003,"Pastilla freno izumi mazda 323,kia rio, scort, ",1,45.0,200,2.96,7.98,0.0,0.0,230.0
"1",CL,2009-04-22 00:00:00.000,PFI-004,Pastilla freno izumi mazda b2.0/2.2/2.6 88/01 carb,1,45.0,50,3.34,9.02,0.0,0.0,100.0
"1",CL,2009-04-22 00:00:00.000,PFI-005,Pastilla freno izumi nissan pathfinder 98,1,45.0,50,4.16,11.22,0.0,0.0,51.0
"1",CL,2009-04-22 00:00:00.000,PFI-006,"Pastilla freno izumi mitsu.L200,L300,2.6 mont 88/9",1,45.0,150,3.57,9.64,0.0,0.0,93.0
"1",CL,2009-04-22 00:00:00.000,PFI-007,"Pastilla freno izumi VW. gol, fox, fiat premio 1.6",1,45.0,100,3.46,9.33,0.0,0.0,186.0
"1",CL,2009-04-22 00:00:00.000,PFI-008,"Pastilla freno izumi daewoo racer, cielo",1,45.0,300,3.2,8.63,0.0,0.0,167.0
"1",CL,2009-04-22 00:00:00.000,PFI-010,Pastilla freno izumi toyota 4runner 90/00,1,45.0,50,3.91,10.55,0.0,0.0,100.0
"1",CL,2009-04-22 00:00:00.000,PFI-011,Pastilla freno izumi vitara 3P /92,1,45.0,150,2.7,7.29,0.0,0.0,200.0
"1",CL,2009-04-22 00:00:00.000,PFI-012,Pastilla freno izumi ch.trooper (rear),1,45.0,20,2.61,7.05,0.0,0.0,46.0
"1",CL,2009-04-22 00:00:00.000,PFI-013,Pastilla freno izumi elantra 96,1,45.0,30,3.81,10.29,0.0,0.0,60.0
"1",CL,2009-04-22 00:00:00.000,PFI-014,Pastilla freno izumi swift 1.3,1,45.0,100,2.68,7.23,0.0,0.0,201.0
"1",CL,2009-04-22 00:00:00.000,PFI-015,"Pastilla freno izumi luv, trooper 2.3,rodeo91/95",1,45.0,400,3.56,9.62,0.0,0.0,687.0
"1",CL,2009-04-22 00:00:00.000,PFI-016,Pastilla freno izumi san remo,1,45.0,200,2.35,6.35,0.0,0.0,400.0
"1",CL,2009-04-22 00:00:00.000,PFI-017,"Pastilla freno izumi accet todos,excel,getz,verna",1,45.0,1000,3.33,8.99,0.0,0.0,1012.0
"1",CL,2009-04-22 00:00:00.000,PFI-018,Pastilla freno izumi nissan sentra B13 91/94,1,45.0,300,3.33,8.99,0.0,0.0,580.0
"1",CL,2009-04-22 00:00:00.000,PFI-019,Pastilla freno izumi mitsu. montero,1,45.0,50,4.38,11.82,0.0,0.0,54.0
"1",CL,2009-04-22 00:00:00.000,PFI-020,Pastilla freno izumi mazda B2.0/2.2/2.6 86/93,1,45.0,300,3.39,9.15,0.0,0.0,153.0
"1",CL,2009-04-22 00:00:00.000,PFI-021,"Pastilla freno izumi rodeo, luv, trooper V6 3.2",1,45.0,200,4.04,10.91,0.0,0.0,351.0
"1",CL,2009-04-22 00:00:00.000,PFI-022,Pastilla freno izumi mazda B2.6 inyeccion,1,45.0,150,4.29,11.59,0.0,0.0,234.0
"1",CL,2009-04-22 00:00:00.000,pfi-023,Pastilla freno kia carnival 94/00,1,45.0,50,4.2,11.35,0.0,0.0,13.0
"1",CL,2009-04-22 00:00:00.000,PFI-024,Pastilla freno izumi steem 1.6,1,45.0,150,2.89,7.8,0.0,0.0,188.0
"1",CL,2009-04-22 00:00:00.000,PFI-025,Pastilla freno izumi gran vitara99/01 5P,1,45.0,120,3.31,8.94,0.0,0.0,224.0
"1",CL,2009-04-22 00:00:00.000,PFI-026,"Pastilla freno izumi corsa 1.3/1.4 larga,peug306 ",1,45.0,200,3.47,9.36,0.0,0.0,413.0
"1",CL,2009-04-22 00:00:00.000,PFI-027,"Pastilla freno izumi chevitaxi,aveo,nubira,tacum98",1,45.0,300,3.93,10.6,0.0,0.0,602.0
"1",CL,2009-04-22 00:00:00.000,PFI-028,Pastilla freno izumi mazda alegro/00,1,45.0,100,3.61,9.75,0.0,0.0,150.0
"1",CL,2009-04-22 00:00:00.000,PFI-029,"Pastilla freno izumi vitara 5P, gran vitara 3P",1,45.0,100,3.02,8.16,0.0,0.0,135.0
"1",CL,2009-04-22 00:00:00.000,PFI-030,Pastilla freno izumi kia spectra,1,45.0,100,4.08,11.02,0.0,0.0,26.0
"1",CL,2009-04-22 00:00:00.000,PFI-031,Pastilla freno izumi santa fe,1,45.0,100,4.44,12.0,0.0,0.0,92.0
"1",CL,2009-04-22 00:00:00.000,PFI-033,"Pastilla freno izumi corsa evolution,corsa(todo)",1,45.0,800,3.9,10.52,0.0,0.0,1214.0
"1",CL,2009-04-22 00:00:00.000,PFI-034,"Pastilla freno izumi Ch.luv86,rodeo,trooper 00",1,45.0,70,3.14,8.48,0.0,0.0,120.0
"1",CL,2009-04-22 00:00:00.000,PFI-037,Pastilla freno izumi Forza I,1,45.0,300,2.66,7.18,0.0,0.0,269.0
"1",CL,2009-04-22 00:00:00.000,PFI-038,Pastilla freno izumi vitara 5P,1,45.0,100,2.91,7.85,0.0,0.0,201.0
"1",CL,2009-04-22 00:00:00.000,PFI-039,Pastilla freno izumi forza II,1,45.0,300,3.3,8.92,0.0,0.0,600.0
"1",CL,2009-04-22 00:00:00.000,PFI-040,"Pastilla freno izumi matrix,kia cerato 1.6",1,45.0,200,4.48,12.1,0.0,0.0,212.0
"1",CL,2009-04-22 00:00:00.000,PFI-041,Pastilla freno izumi d-max todas,1,45.0,50,4.8,12.96,0.0,0.0,100.0
"1",CL,2009-04-22 00:00:00.000,PFI-042,Pastilla freno izumi nissan sentra B14 moderna,1,45.0,100,3.23,8.71,0.0,0.0,91.0
"1",CL,2009-04-22 00:00:00.000,PFI-043,"Pastilla freno izumi fabia, octavia/02",1,45.0,150,3.96,10.7,0.0,0.0,186.0
"1",CL,2009-04-22 00:00:00.000,PFI-044,Pastilla freno izumi terracan,1,45.0,50,4.55,12.29,0.0,0.0,61.0
"1",CL,2009-05-20 00:00:00.000,BAI-001,Bomba agua izumi lada 2106,1,48.0,350,6.31,18.5,0.0,0.0,187.0
"1",CL,2009-05-20 00:00:00.000,BAI-002,Bomba agua izumi samara 2110 /2115,1,48.0,150,6.31,23.0,0.0,0.0,305.0
"1",CL,2009-05-20 00:00:00.000,BAI-003,Bomba agua izumi fiat uno,1,48.0,200,6.03,18.0,0.0,0.0,261.0
"1",CL,2009-05-20 00:00:00.000,BAI-005,Bomba agua izumi skoda 1 canal,1,48.0,200,11.92,33.12,0.0,0.0,193.0
"1",CL,2009-05-20 00:00:00.000,BAI-006,Bomba agua izumi fiat premio,1,48.0,30,6.61,20.51,0.0,0.0,32.0
"1",CL,2009-05-20 00:00:00.000,BAI-008,Bomba agua izumi fabia 1.4,1,48.0,30,11.62,42.0,0.0,0.0,192.0
"1",CL,2009-05-20 00:00:00.000,BAI-009,Bomba agua izumi lanos / corsa win,1,48.0,300,6.75,20.0,0.0,0.0,510.0
"1",CL,2009-05-20 00:00:00.000,BAI-012,Bomba agua izumi nubira 2.0 - tacuma 2.0,1,48.0,100,7.75,26.77,0.0,0.0,45.0
"1",CL,2009-05-20 00:00:00.000,BAI-014,Bomba agua izumi excel - accent,1,48.0,120,7.03,21.3,0.0,0.0,90.0
"1",CL,2009-05-20 00:00:00.000,BAI-031,Bomba agua izumi corsa evolution 1.8,1,48.0,500,7.47,24.0,0.0,0.0,761.0
"1",CL,2009-06-12 00:00:00.000,TKS-005,Cinta volante /lada /tks,1,50.0,20,8.4,22.68,0.0,0.0,37.0
"1",CL,2009-06-12 00:00:00.000,TKS-012,Ventilador 8 aspas /lada/tks,1,50.0,1200,1.35,3.65,0.0,0.0,498.0
"1",CL,2009-07-22 00:00:00.000,APE-007,Amortiguador izumi skoda dela.,1,52.0,244,11.76,35.8,0.0,0.0,311.0
"1",CL,2009-07-22 00:00:00.000,APE-017,Amortiguador izumi post. matiz spark ,1,52.0,50,5.51,16.6,0.0,0.0,152.0
"1",CL,2009-07-22 00:00:00.000,APE-018,Amortiguador izumi matiz spark dela. der.,1,52.0,64,10.16,29.8,0.0,0.0,102.0
"1",CL,2009-07-22 00:00:00.000,APE-019,Amortiguador izumi matiz spark dela. Izq.,1,52.0,64,10.16,29.8,0.0,0.0,90.0
"1",CL,2009-07-22 00:00:00.000,APE-022,Amortiguador izumi excel dela.,1,52.0,258,11.61,33.8,0.0,0.0,104.0
"1",CL,2009-07-22 00:00:00.000,APE-023,Amortiguador izumi fiat uno dela.,1,52.0,967,11.17,33.8,0.0,0.0,837.0
"1",CL,2009-07-22 00:00:00.000,APE-024,Amortiguador izumi fiat uno post.,1,52.0,798,8.99,33.8,0.0,0.0,652.0
"1",CL,2009-07-22 00:00:00.000,APE-027,Amortiguador izumi del. corsa evolution,1,52.0,128,13.55,38.99,0.0,0.0,364.0
"1",CL,2009-07-22 00:00:00.000,APE-028,Amortiguador izumi del. corsa win,1,52.0,196,12.8,37.2,0.0,0.0,317.0
"1",CL,2009-08-18 00:00:00.000,SKT-057,Guadapolvo punta eje fabia-polo 1.2/1.4,1,55.0,77,2.68,7.24,0.0,0.0,80.0
"1",CL,2009-08-18 00:00:00.000,SKT-414,"Tapa aceite fabia, octavia",1,56.0,50,0.7,1.89,0.0,0.0,108.0
"1",CL,2009-09-07 00:00:00.000,BAI-001,Bomba agua izumi lada 2106,1,57.0,100,6.31,18.5,0.0,0.0,187.0
"1",CL,2009-09-07 00:00:00.000,BAI-002,Bomba agua izumi samara 2110 /2115,1,57.0,300,6.31,23.0,0.0,0.0,305.0
"1",CL,2009-09-07 00:00:00.000,BAI-003,Bomba agua izumi fiat uno,1,57.0,300,6.03,18.0,0.0,0.0,261.0
"1",CL,2009-09-07 00:00:00.000,BAI-005,Bomba agua izumi skoda 1 canal,1,57.0,300,11.92,33.12,0.0,0.0,193.0
"1",CL,2009-09-07 00:00:00.000,BAI-009,Bomba agua izumi lanos / corsa win,1,57.0,800,6.75,20.0,0.0,0.0,510.0
"1",CL,2009-09-07 00:00:00.000,BAI-014,Bomba agua izumi excel - accent,1,57.0,120,7.03,21.3,0.0,0.0,90.0
"1",CL,2009-09-07 00:00:00.000,BAI-031,Bomba agua izumi corsa evolution 1.8,1,57.0,700,7.47,24.0,0.0,0.0,761.0
"1",CL,2009-09-10 00:00:00.000,JHI-001,Junta homo Izumi fiat uno (22x20x48.1),1,59.0,400,7.3,21.5,0.0,0.0,211.0
"1",CL,2009-09-10 00:00:00.000,JHI-002,Junta homo Izumi fav-fel-forman 1.3 /22x22x45,1,59.0,300,7.3,21.5,0.0,0.0,323.0
"1",CL,2009-09-10 00:00:00.000,JHI-004,Junta homo Izumi samara 2110-12-15/22x22x50,1,59.0,300,7.3,21.5,0.0,0.0,211.0
"1",CL,2009-09-10 00:00:00.000,JHI-005,Junta homo Izumi forza I   (23x19x44),1,59.0,250,7.3,21.5,0.0,0.0,412.0
"1",CL,2009-09-10 00:00:00.000,JHI-006,Junta homo Izumi forza II 89/96 (23x19x49),1,59.0,300,7.3,21.5,0.0,0.0,342.0
"1",CL,2009-09-10 00:00:00.000,JHI-007,Junta homo Izumi swift/suzuki 86 (23x22x49),1,59.0,200,7.3,21.5,0.0,0.0,306.0
"1",CL,2009-09-10 00:00:00.000,JHI-008,Junta homo Izumi steem 1.3/1.5 (25x21x49),1,59.0,100,7.3,21.5,0.0,0.0,224.0
"1",CL,2009-09-10 00:00:00.000,JHI-011,Junta homo Izumi daewoo tico96/04 (23x19x44),1,59.0,100,7.3,21.5,0.0,0.0,39.0
"1",CL,2009-09-10 00:00:00.000,JHI-012,Junta homo Izumi matiz chv.spark (23x19x46),1,59.0,300,7.3,21.5,0.0,0.0,292.0
"1",CL,2009-09-10 00:00:00.000,JHI-014,Junta homo Izumi mazda 323 kia rio (24x22x52),1,59.0,400,7.3,21.5,0.0,0.0,416.0
"1",CL,2009-09-10 00:00:00.000,JHI-016,Junta homo Izumi vitara 3y5 ptas. (26x22x48),1,59.0,100,7.3,21.5,0.0,0.0,18.0
"1",CL,2009-09-10 00:00:00.000,JHI-017,Junta homo Izumi gemini 1.5/1.3 izq.(22x21x50),1,59.0,50,7.3,21.5,0.0,0.0,56.0
"1",CL,2009-09-10 00:00:00.000,JHI-018,Junta homo Izumi gemini 1.5/1.3 der.(22x22x50),1,59.0,60,7.3,21.5,0.0,0.0,61.0
"1",CL,2009-09-10 00:00:00.000,JHI-021,Junta hom Izumi corsa1.3/1.4 90-92 / 22x22x52.2,1,59.0,400,7.3,21.5,0.0,0.0,311.0
"1",CL,2009-09-10 00:00:00.000,JHI-022,Junta homo Izumi trooper 2.0 rodeo 2.2 (17x23x53),1,59.0,20,8.0,23.5,0.0,0.0,12.0
"1",CL,2009-09-10 00:00:00.000,JHI-023,Junta homo Izumi hyundai sonata cordia (25x25x50),1,59.0,30,7.3,21.5,0.0,0.0,30.0
"1",CL,2009-09-10 00:00:00.000,JHI-024,Junta homo Izumi hyundai atoz 1.0 98/05 (25x19x50),1,59.0,300,7.3,21.5,0.0,0.0,157.0
"1",CL,2009-09-10 00:00:00.000,JHI-025,Junta homo Izumi corsa evolution1.8 00-04/22x30x52,1,59.0,250,7.3,21.5,0.0,0.0,281.0
"1",CL,2009-09-10 00:00:00.000,JHI-026,Junta homo Izumi mit.lancer 90/94 matrix/25x30x50,1,59.0,150,7.3,21.5,0.0,0.0,207.0
